,ID,Fuel type,Engine volume,Cylinders,Gear box type,Leather interior,Airbags,Drive wheels,Wheel
782,45804915,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
783,45797055,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
784,45798334,Hybrid,1.6,4.0,Variator,Yes,8,Front,Left wheel
785,42865949,Hybrid,1.8,4.0,Automatic,No,12,Front,Left wheel
786,43448352,Hybrid,1.5,4.0,Automatic,No,2,Front,Right-hand drive
787,45771147,Petrol,1.6,4.0,Automatic,Yes,0,4x4,Left wheel
788,44776961,Petrol,2,4.0,Automatic,Yes,12,Rear,Left wheel
789,45751960,Petrol,2,4.0,Automatic,Yes,12,4x4,Left wheel
790,45760655,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
791,45647965,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
792,45732151,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
793,44909661,Petrol,1.6,4.0,Tiptronic,No,6,Front,Left wheel
794,45730677,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
795,45809279,Petrol,4,6.0,Automatic,Yes,12,Rear,Left wheel
796,45729688,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
797,45655661,Hybrid,3.5,6.0,Automatic,Yes,12,Front,Left wheel
798,45802450,LPG,3,4.0,Automatic,Yes,4,Front,Left wheel
799,45790012,Petrol,0.7,3.0,Automatic,No,0,Front,Right-hand drive
800,45808286,Petrol,2.4,4.0,Automatic,Yes,12,4x4,Left wheel
801,45769448,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
802,45785565,Petrol,3.0 Turbo,6.0,Tiptronic,Yes,6,4x4,Left wheel
803,45803817,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
804,45397674,Petrol,1.5,4.0,Automatic,No,0,Front,Right-hand drive
805,45810428,Petrol,1.6,4.0,Automatic,Yes,12,Front,Left wheel
806,42285397,Hybrid,1.5,4.0,Automatic,No,8,Front,Right-hand drive
807,45816506,Petrol,2.5,4.0,Tiptronic,No,8,4x4,Left wheel
808,45729808,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
809,45809882,Petrol,1.8,4.0,Automatic,Yes,4,Front,Left wheel
810,45806607,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
811,45638912,Petrol,1.6,4.0,Automatic,Yes,0,4x4,Left wheel
812,45041107,Petrol,2,4.0,Tiptronic,No,8,Front,Left wheel
813,45802244,Petrol,2,4.0,Tiptronic,No,6,Rear,Left wheel
814,45810022,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
815,45769051,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
816,45765229,Hybrid,1.4,4.0,Automatic,Yes,0,Front,Left wheel
817,45751858,Petrol,1.8,4.0,Automatic,Yes,12,4x4,Left wheel
818,45629936,Hybrid,2,4.0,Automatic,Yes,0,Front,Left wheel
819,45670439,Petrol,1.4,4.0,Tiptronic,No,6,Front,Left wheel
820,45806596,Hybrid,1.8,12.0,Tiptronic,Yes,12,Front,Left wheel
821,44677324,Petrol,1.4 Turbo,4.0,Manual,Yes,12,Front,Left wheel
822,45802666,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
823,45756033,Petrol,3.5,6.0,Automatic,Yes,0,Rear,Left wheel
824,45656394,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
825,45733572,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
826,45732700,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
827,44527023,Petrol,2,4.0,Tiptronic,No,8,Front,Left wheel
828,45765817,Petrol,2.5,4.0,Automatic,Yes,12,4x4,Left wheel
829,45766759,Petrol,2.5,12.0,Automatic,Yes,12,4x4,Left wheel
830,45118059,Petrol,1.6,4.0,Manual,No,4,Front,Left wheel
831,45810332,Petrol,3.6,6.0,Automatic,Yes,12,Rear,Left wheel
832,45803101,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
833,45757596,Petrol,1.5,4.0,Automatic,Yes,12,Front,Left wheel
834,45216902,Petrol,1.8,4.0,Automatic,Yes,8,Front,Left wheel
835,45306127,Petrol,2.5,5.0,Tiptronic,Yes,10,Front,Left wheel
836,45758096,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
837,45772557,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
838,45765886,Petrol,1.2,4.0,Automatic,No,0,Front,Left wheel
839,45809611,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
840,45809307,Hybrid,1.5,4.0,Automatic,Yes,4,Front,Left wheel
841,45812658,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,10,Front,Left wheel
842,45803706,Diesel,1.7,4.0,Automatic,Yes,4,Front,Left wheel
843,45804188,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
844,45802073,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
845,45523464,Petrol,2,4.0,Automatic,Yes,12,Front,Left wheel
846,45778858,Petrol,1.4,4.0,Automatic,No,0,Front,Left wheel
847,45800821,Petrol,1.8,4.0,Automatic,No,4,Rear,Left wheel
848,45591127,Petrol,1.4 Turbo,4.0,Automatic,No,8,Front,Left wheel
849,45733441,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
850,45803219,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
851,45805028,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
852,45789384,Hybrid,1.8,4.0,Variator,No,12,Front,Left wheel
853,45793480,Hybrid,1.5,4.0,Variator,Yes,8,Front,Left wheel
854,45768530,Petrol,1.8 Turbo,4.0,Tiptronic,Yes,6,4x4,Left wheel
855,44896336,Petrol,2.0 Turbo,4.0,Tiptronic,Yes,6,Rear,Left wheel
856,45809821,LPG,3.5,6.0,Tiptronic,Yes,12,4x4,Left wheel
857,45733727,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
858,45806409,Petrol,1.8,4.0,Automatic,Yes,12,Front,Left wheel
859,45633666,Hybrid,2,4.0,Automatic,Yes,0,Front,Left wheel
860,45805255,Petrol,2.5,6.0,Tiptronic,Yes,12,Rear,Right-hand drive
861,45784915,Petrol,3,6.0,Tiptronic,Yes,12,Rear,Left wheel
862,45788465,Diesel,3.0 Turbo,6.0,Tiptronic,Yes,12,Rear,Left wheel
863,45781994,Hybrid,1.8,4.0,Automatic,Yes,10,Front,Left wheel
864,45779324,Petrol,2.0 Turbo,4.0,Tiptronic,Yes,0,Front,Left wheel
865,42971782,Petrol,1.4 Turbo,4.0,Automatic,No,8,Front,Left wheel
866,45744767,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
867,45815573,Diesel,2.5,4.0,Manual,No,4,Rear,Left wheel
868,45789143,Petrol,2.5,4.0,Automatic,Yes,6,4x4,Left wheel
869,45759738,Hybrid,1.5,4.0,Automatic,No,12,Front,Left wheel
870,45788787,Petrol,1.8,4.0,Tiptronic,No,6,Front,Left wheel
871,45550870,Hybrid,1.5,4.0,Automatic,No,4,Front,Left wheel
872,45780691,Petrol,1.8,4.0,Automatic,No,6,Front,Left wheel
873,45802910,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
874,45621121,Petrol,2.1,4.0,Tiptronic,Yes,10,4x4,Left wheel
875,45766619,Petrol,4.7,8.0,Automatic,Yes,0,4x4,Left wheel
876,45759230,Petrol,4.7,8.0,Automatic,Yes,0,4x4,Left wheel
877,45780243,Petrol,1.3,4.0,Automatic,No,6,Front,Right-hand drive
878,45629200,Hybrid,2,4.0,Automatic,Yes,0,Front,Left wheel
879,45793331,Petrol,1,4.0,Automatic,Yes,4,Front,Left wheel
880,45661237,Hybrid,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
881,45750626,Petrol,2.4,4.0,Automatic,Yes,12,4x4,Left wheel
882,45802053,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
883,45804410,Petrol,2.4,4.0,Automatic,Yes,4,Front,Left wheel
884,45792209,Petrol,2.4,4.0,Automatic,No,0,Front,Left wheel
885,41195623,Diesel,2.5,4.0,Manual,No,2,4x4,Left wheel
886,45482027,Hybrid,1.8,4.0,Automatic,Yes,10,Front,Left wheel
887,40585671,Petrol,2.4,4.0,Tiptronic,No,8,Front,Left wheel
888,45714920,Petrol,2.5,4.0,Tiptronic,No,12,Front,Left wheel
889,45797140,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
890,45650081,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
891,45527158,Diesel,1.8,4.0,Manual,No,4,Front,Left wheel
892,45636731,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
893,45764959,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
894,45612049,Petrol,2.5,4.0,Tiptronic,No,6,4x4,Left wheel
895,45631351,Diesel,3,6.0,Automatic,Yes,0,4x4,Left wheel
896,45092576,Diesel,2.2 Turbo,4.0,Manual,No,2,Front,Left wheel
897,45792698,Hybrid,1.8,4.0,Automatic,No,8,Front,Left wheel
898,45717450,Hybrid,1.5,4.0,Automatic,Yes,8,Front,Left wheel
899,45720809,Hybrid,1.5,4.0,Variator,Yes,8,Front,Right-hand drive
900,45798710,Petrol,2,4.0,Automatic,No,6,4x4,Right-hand drive
901,45759435,Diesel,1.3,4.0,Manual,No,8,Front,Left wheel
902,45617184,Petrol,2.5,4.0,Automatic,No,4,4x4,Left wheel
903,45795966,Petrol,3.5,6.0,Tiptronic,No,12,Rear,Right-hand drive
904,45772635,Petrol,2.5,4.0,Automatic,Yes,12,4x4,Left wheel
905,45761819,Petrol,1.5,4.0,Variator,Yes,4,Front,Right-hand drive
906,45803984,Diesel,1.7,4.0,Automatic,Yes,4,Front,Left wheel
907,45810111,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
908,45619033,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
909,45754998,Hybrid,1.5,4.0,Automatic,Yes,12,Front,Left wheel
910,45733567,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
911,45641714,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
912,42142140,Hybrid,1.8,4.0,Automatic,Yes,8,Front,Left wheel
913,45808760,Petrol,1.5 Turbo,4.0,Tiptronic,No,12,Front,Left wheel
914,45649819,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
915,45756978,Petrol,1.5,4.0,Manual,No,2,Front,Right-hand drive
916,45797545,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
917,45749184,Petrol,2.4 Turbo,4.0,Manual,No,2,4x4,Left wheel
918,45732822,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
919,45733585,Petrol,2,4.0,Automatic,No,2,4x4,Left wheel
920,45763676,Petrol,2.3,4.0,Automatic,Yes,12,4x4,Left wheel
921,45784851,Diesel,1.8,4.0,Manual,No,4,Front,Left wheel
922,45765910,Petrol,2,4.0,Automatic,Yes,12,4x4,Left wheel
923,45769763,Petrol,2,4.0,Tiptronic,Yes,0,Front,Left wheel
924,45806500,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
925,45803699,Diesel,1.7,4.0,Automatic,Yes,4,Front,Left wheel
926,45792264,LPG,2.0 Turbo,4.0,Automatic,No,8,4x4,Right-hand drive
927,45714352,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
928,45729988,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
929,45809632,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
930,45769264,Petrol,4.7,8.0,Automatic,Yes,0,4x4,Left wheel
931,45810201,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
932,45808456,Hybrid,2,4.0,Automatic,No,6,Front,Left wheel
933,44571717,Petrol,3.0 Turbo,6.0,Tiptronic,Yes,6,Rear,Left wheel
934,45647833,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
935,45816627,Petrol,1,3.0,Automatic,No,4,Front,Right-hand drive
936,45808805,Petrol,3.2,6.0,Manual,No,1,Rear,Left wheel
937,45771962,Diesel,2.0 Turbo,4.0,Manual,No,4,Rear,Left wheel
938,44104417,Hybrid,1.5,4.0,Variator,No,2,Front,Right-hand drive
939,45396266,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
940,45203976,Diesel,2.5 Turbo,4.0,Manual,No,6,Rear,Left wheel
941,45016325,Petrol,2,4.0,Automatic,No,6,Front,Left wheel
942,45603148,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,5,Front,Left wheel
943,45803416,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
944,45789745,Diesel,2.0 Turbo,4.0,Manual,No,8,Rear,Left wheel
945,45772454,Petrol,1.5,4.0,Manual,No,2,Front,Right-hand drive
946,45791947,Petrol,2.4,4.0,Automatic,No,6,4x4,Left wheel
947,45656054,Hybrid,3.5,6.0,Automatic,Yes,12,Front,Left wheel
948,45772579,Petrol,2,4.0,Automatic,Yes,12,4x4,Left wheel
949,45799874,Petrol,1.8,4.0,Manual,Yes,4,Rear,Left wheel
950,45776268,Petrol,3.2,6.0,Automatic,No,6,4x4,Left wheel
951,45802978,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
952,44296233,Petrol,2,4.0,Automatic,No,0,4x4,Left wheel
953,45809423,Petrol,1.8,4.0,Automatic,Yes,12,Front,Left wheel
954,45648256,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
955,45504123,LPG,1.3,4.0,Tiptronic,No,8,Front,Left wheel
956,45773920,Petrol,2.4,4.0,Automatic,Yes,12,4x4,Left wheel
957,45731379,Petrol,3.2,6.0,Tiptronic,Yes,6,4x4,Left wheel
958,45703116,Petrol,2,4.0,Manual,Yes,4,Front,Left wheel
959,45802769,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
960,45732684,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
961,45774722,Petrol,3.5 Turbo,6.0,Tiptronic,Yes,12,4x4,Left wheel
962,45804919,Diesel,3,6.0,Automatic,Yes,0,4x4,Left wheel
963,45638801,Petrol,1.6,4.0,Automatic,Yes,0,4x4,Left wheel
964,45803414,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
965,45768874,Petrol,1.6,4.0,Automatic,Yes,12,Front,Left wheel
966,45803182,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
967,45503321,Petrol,1.5,4.0,Automatic,No,0,Front,Left wheel
968,45759311,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
969,45596573,Petrol,2.5,4.0,Automatic,Yes,8,Front,Left wheel
970,45755554,Petrol,1.5,4.0,Automatic,Yes,12,Front,Left wheel
971,45796370,Petrol,2.4,4.0,Tiptronic,No,8,4x4,Left wheel
972,45809676,Petrol,1.8,4.0,Automatic,Yes,4,Front,Left wheel
973,45721257,Petrol,1.3,4.0,Automatic,No,4,Front,Right-hand drive
974,43865619,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
975,45809030,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
976,45768920,Diesel,3.5,6.0,Automatic,Yes,12,Rear,Left wheel
977,45732613,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
978,45695491,Hybrid,1.8,4.0,Variator,Yes,10,Front,Left wheel
979,45766531,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
980,45789907,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
981,45769279,Petrol,2,4.0,Automatic,No,2,Front,Right-hand drive
982,45764772,Petrol,5.7,8.0,Automatic,Yes,12,Rear,Left wheel
983,44916663,Petrol,1.4 Turbo,4.0,Manual,No,10,Front,Left wheel
984,45789454,Hybrid,1.5,4.0,Automatic,No,0,Front,Right-hand drive
985,45807165,CNG,1.6,4.0,Automatic,No,2,Front,Left wheel
986,45811101,Hybrid,1.8,4.0,Automatic,Yes,0,Front,Left wheel
987,45649019,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
988,45798052,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
989,45806755,Petrol,1.8,4.0,Tiptronic,Yes,12,Front,Right-hand drive
990,45729643,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
991,45797949,Petrol,2.4,4.0,Automatic,Yes,4,Front,Left wheel
992,45800528,Hybrid,1.5,4.0,Automatic,Yes,6,Front,Left wheel
993,45816345,Petrol,1.8,4.0,Manual,No,2,Front,Left wheel
994,45647961,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
995,45809896,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
996,45740308,CNG,2,4.0,Manual,Yes,8,4x4,Right-hand drive
997,45813829,Petrol,3.6,6.0,Automatic,Yes,12,Rear,Left wheel
998,45815368,Petrol,1.7,4.0,Automatic,No,4,Front,Right-hand drive
999,45781369,Diesel,2.2 Turbo,4.0,Manual,No,2,Rear,Left wheel
1000,45810943,Petrol,1.8,4.0,Automatic,Yes,12,Front,Left wheel
1001,45732742,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
1002,45813251,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1003,45797449,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1004,45770268,Diesel,2.0 Turbo,4.0,Manual,No,4,Front,Left wheel
1005,45635109,Diesel,2,4.0,Automatic,Yes,12,Front,Left wheel
1006,45770134,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
1007,45647925,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1008,45808475,Petrol,2.4,4.0,Automatic,Yes,12,4x4,Left wheel
1009,45813761,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
1010,45808694,Petrol,2.4,4.0,Automatic,Yes,12,Front,Left wheel
1011,45761280,Petrol,1.8,4.0,Automatic,No,0,Front,Left wheel
1012,45731484,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
1013,45766389,Hybrid,2.5,4.0,Automatic,Yes,0,4x4,Left wheel
1014,45648484,Diesel,3,6.0,Automatic,Yes,0,4x4,Left wheel
1015,45725003,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
1016,45759857,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
1017,45619055,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
1018,45810005,Petrol,1.2,4.0,Automatic,Yes,4,Front,Left wheel
1019,44916461,Petrol,4.6,8.0,Tiptronic,Yes,10,4x4,Left wheel
1020,45730598,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1021,45790461,Petrol,1.8,4.0,Automatic,No,0,Front,Left wheel
1022,45798476,Petrol,2.2,4.0,Manual,No,0,Rear,Left wheel
1023,45741747,Petrol,1.4 Turbo,4.0,Automatic,No,8,Front,Left wheel
1024,45801936,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1025,45640542,Hybrid,2,4.0,Automatic,Yes,0,Front,Left wheel
1026,45758239,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
1027,45038100,Diesel,3.0 Turbo,4.0,Automatic,Yes,12,4x4,Left wheel
1028,45801660,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1029,45730695,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1030,43434477,Petrol,1.8 Turbo,4.0,Tiptronic,Yes,10,Front,Left wheel
1031,45771272,Hybrid,1.5,4.0,Automatic,Yes,12,Front,Left wheel
1032,42108488,Diesel,3.0 Turbo,6.0,Automatic,Yes,8,4x4,Left wheel
1033,45786924,Diesel,1.8 Turbo,8.0,Manual,No,4,Front,Left wheel
1034,45807639,Hybrid,1.3,4.0,Tiptronic,No,10,Front,Left wheel
1035,45727421,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
1036,45458397,Hybrid,1.8,4.0,Variator,Yes,9,Front,Left wheel
1037,45813216,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1038,45787846,Hybrid,1.8,4.0,Automatic,No,10,Front,Right-hand drive
1039,45710421,CNG,2.4,4.0,Automatic,No,4,4x4,Left wheel
1040,45768085,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
1041,45758474,Hybrid,2.4,4.0,Automatic,Yes,0,Front,Left wheel
1042,45803558,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
1043,45394473,Petrol,2,4.0,Tiptronic,No,8,Front,Left wheel
1044,44063560,Petrol,2.5,4.0,Automatic,Yes,6,Front,Right-hand drive
1045,45465142,Petrol,2,4.0,Automatic,Yes,12,Front,Left wheel
1046,45799559,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,6,Front,Left wheel
1047,45806594,Petrol,3.6,6.0,Automatic,Yes,12,Front,Left wheel
1048,45516363,Hybrid,1.8,4.0,Automatic,No,12,Front,Left wheel
1049,45787315,Petrol,1.8,4.0,Tiptronic,No,6,Front,Left wheel
1050,45763224,Hybrid,1.5,4.0,Automatic,Yes,0,Front,Left wheel
1051,45813505,Petrol,3,6.0,Automatic,Yes,12,Rear,Left wheel
1052,45714995,LPG,2,4.0,Automatic,Yes,12,Front,Left wheel
1053,45803258,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
1054,45625167,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1055,45801722,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1056,43496113,Diesel,2.3 Turbo,4.0,Manual,Yes,2,Rear,Left wheel
1057,45730788,LPG,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1058,44214266,Petrol,2.5,4.0,Tiptronic,Yes,12,Front,Left wheel
1059,45790978,Petrol,2.4,4.0,Automatic,Yes,0,Front,Left wheel
1060,45772397,Petrol,2,4.0,Automatic,Yes,12,Front,Left wheel
1061,45803446,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
1062,45790471,Petrol,2.5,6.0,Tiptronic,Yes,8,Front,Left wheel
1063,45652447,Hybrid,1.5,4.0,Variator,No,4,Front,Left wheel
1064,45772506,Petrol,3.2,6.0,Tiptronic,Yes,10,Rear,Left wheel
1065,45634652,Petrol,1.8,4.0,Automatic,No,6,Front,Left wheel
1066,45793124,Petrol,1.5,4.0,Automatic,Yes,2,Front,Right-hand drive
1067,45792898,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
1068,45789445,Petrol,2,4.0,Tiptronic,Yes,0,Front,Left wheel
1069,45816062,Petrol,2.0 Turbo,4.0,Tiptronic,Yes,4,Rear,Left wheel
1070,45807258,Diesel,3.0 Turbo,8.0,Automatic,Yes,8,Rear,Left wheel
1071,45762376,Petrol,2,4.0,Automatic,Yes,12,Front,Left wheel
1072,45722153,LPG,2,4.0,Tiptronic,Yes,10,Front,Left wheel
1073,45588919,CNG,2,4.0,Tiptronic,Yes,4,Front,Right-hand drive
1074,45810251,Petrol,2.5,4.0,Tiptronic,Yes,6,Front,Left wheel
1075,45775907,Petrol,1.8,4.0,Manual,Yes,6,Rear,Left wheel
1076,45798501,Petrol,4.8 Turbo,8.0,Tiptronic,Yes,12,4x4,Left wheel
1077,45796982,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
1078,45774181,Petrol,3.6,6.0,Automatic,Yes,12,Front,Left wheel
1079,45478561,Hybrid,1.3,4.0,Automatic,No,8,Front,Left wheel
1080,45793185,Petrol,1,4.0,Automatic,Yes,4,Front,Left wheel
1081,45776593,Petrol,1.5,4.0,Variator,No,2,Front,Right-hand drive
1082,44901102,Petrol,2.0 Turbo,4.0,Automatic,Yes,10,Rear,Left wheel
1083,45657140,Petrol,4.6 Turbo,8.0,Tiptronic,Yes,10,4x4,Left wheel
1084,45763444,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1085,45651099,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1086,45813007,Diesel,6.7,6.0,Automatic,Yes,12,Front,Left wheel
1087,45816011,Petrol,2,4.0,Automatic,Yes,12,Front,Left wheel
1088,45725872,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
1089,45793073,Petrol,1.8,4.0,Automatic,Yes,4,Front,Left wheel
1090,45810074,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
1091,45732561,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
1092,45794472,CNG,1.6,4.0,Manual,No,4,Front,Left wheel
1093,45803152,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
1094,45811206,Petrol,1.6,4.0,Tiptronic,No,12,Front,Left wheel
1095,45804422,Petrol,2.4,4.0,Automatic,Yes,4,Front,Left wheel
1096,45776291,Petrol,2.4,4.0,Automatic,No,8,Front,Left wheel
1097,45769111,Petrol,4,6.0,Automatic,Yes,12,Rear,Left wheel
1098,45796571,CNG,2.3,4.0,Automatic,Yes,4,Rear,Left wheel
1099,45687865,Hybrid,1.8,4.0,Automatic,Yes,6,Front,Left wheel
1100,44032050,Hybrid,1.5,4.0,Automatic,No,2,Front,Right-hand drive
1101,45507365,Hybrid,1.5,2.0,Automatic,No,6,Front,Left wheel
1102,45636212,Petrol,1.6,4.0,Automatic,Yes,0,4x4,Left wheel
1103,45793574,Petrol,4,6.0,Automatic,Yes,6,4x4,Left wheel
1104,45644941,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
1105,45797425,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
1106,45802865,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
1107,36559154,Diesel,2.2 Turbo,4.0,Manual,No,2,Rear,Left wheel
1108,45815225,Petrol,3.5,6.0,Automatic,Yes,12,Front,Left wheel
1109,45773628,Petrol,2.5,6.0,Automatic,Yes,0,4x4,Left wheel
1110,45779423,Petrol,2.2,4.0,Manual,No,6,Front,Left wheel
1111,44385328,Hybrid,1.5,4.0,Automatic,No,4,Front,Left wheel
1112,45539065,Hybrid,1.5,4.0,Automatic,No,10,Front,Left wheel
1113,45751934,Petrol,2.4,4.0,Automatic,Yes,12,Front,Left wheel
1114,45802308,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
1115,45811038,Petrol,1.4,4.0,Automatic,Yes,12,Front,Left wheel
1116,45779744,CNG,5,8.0,Tiptronic,Yes,10,Rear,Left wheel
1117,45810590,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
1118,45656389,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
1119,45804260,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
1120,45644968,Hybrid,1.3,4.0,Automatic,Yes,0,Front,Left wheel
1121,45635244,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1122,45709486,Petrol,4.4,8.0,Tiptronic,Yes,12,4x4,Left wheel
1123,45768532,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
1124,45810978,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
1125,45757249,Petrol,6.2,8.0,Automatic,Yes,12,Rear,Left wheel
1126,45667236,Petrol,1.5,4.0,Automatic,No,2,Front,Right-hand drive
1127,44863934,Diesel,2.2 Turbo,4.0,Manual,No,4,Rear,Left wheel
1128,45811575,Petrol,4.7,6.0,Tiptronic,Yes,12,Rear,Left wheel
1129,37374797,Petrol,3.5,6.0,Tiptronic,Yes,6,Rear,Left wheel
1130,45792712,Diesel,2.4 Turbo,4.0,Manual,No,1,Rear,Left wheel
1131,45742210,Diesel,3,6.0,Tiptronic,Yes,10,4x4,Left wheel
1132,45487809,Diesel,2.2,4.0,Manual,No,6,Rear,Left wheel
