,ID,Price,Manufacturer,Model,Prod_year,Category,Mileage,Color
1886,45808510,4704,BUICK,Century,2013,Sedan,146552,Silver
1887,45758022,12544,TOYOTA,Camry,2010,Sedan,152000,Black
1888,45780403,600,FORD,Sierra,1988,Sedan,300000,Grey
1889,45793316,14113,HYUNDAI,Accent,2013,Hatchback,136000,White
1890,45802253,36567,HYUNDAI,H1,2014,Minivan,106533,White
1891,45781818,28225,TOYOTA,Camry,2015,Sedan,110734,Black
1894,45731410,31581,HYUNDAI,H1,2014,Minivan,96893,Silver
1895,45793340,9722,CHEVROLET,Spark,2014,Sedan,41984,Grey
1896,45758424,392,JEEP,Compass,2012,Jeep,0,White
1897,45668358,18189,JEEP,Liberty,2012,Jeep,124670,Grey
1898,45806443,14426,LEXUS,ES 300,2014,Sedan,176213,Black
1899,45769188,1568,MERCEDES-BENZ,E 350,2016,Sedan,77205,Grey
1900,45646954,1254,LEXUS,ES 350,2010,Sedan,187144,Black
1901,45745267,11604,TOYOTA,Prius,2006,Hatchback,174000,Red
1902,45476074,18503,TOYOTA,Prius,2013,Hatchback,51000,White
1903,45810496,36197,CHEVROLET,Orlando,2017,Jeep,65124,Grey
1904,45781706,19757,KIA,Optima,2013,Sedan,124000,White
1905,45506843,10349,OPEL,Corsa,2008,Sedan,170000,Black
1906,45760707,15994,VOLKSWAGEN,Golf,2013,Hatchback,103000,Black
1907,45539949,21953,HYUNDAI,H1,2009,Minivan,120000,Silver
1908,45788948,11290,KIA,Carnival,2006,Minivan,171000,Black
1909,45402958,38260,TOYOTA,Camry SE,2018,Sedan,41068,Black
1910,45007640,9722,TOYOTA,Aqua,2013,Hatchback,143000,White
1911,45757360,6272,LEXUS,RX 350,2012,Jeep,232357,Black
1912,45650472,21639,TOYOTA,Highlander,2011,Sedan,368064,Grey
1913,45764088,38574,BMW,X5,2010,Jeep,248000,Black
1914,45797286,20526,HYUNDAI,Elantra,2015,Sedan,75000,White
1915,45798266,26657,VOLKSWAGEN,Jetta,2017,Sedan,50000,White
1916,45760543,53314,MERCEDES-BENZ,Viano,2013,Minivan,250000,Grey
1917,45768286,7000,HONDA,Fit Aria,2003,Hatchback,140203,Silver
1918,45771984,37633,MAZDA,1000,2018,Jeep,42246,Grey
1919,45749191,9095,TOYOTA,ISIS,2006,Minivan,204000,White
1920,45769659,12074,TOYOTA,Highlander,2009,Jeep,420550,Blue
1921,45797070,21395,HYUNDAI,Elantra,2016,Sedan,144889,White
1922,45774693,19757,HYUNDAI,Tucson,2007,Jeep,199000,Black
1923,45785871,11290,NISSAN,Versa,2012,Sedan,109000,Blue
1924,45803476,15681,HYUNDAI,Sonata,2016,Sedan,255591,Silver
1925,45760349,15367,TOYOTA,Prius,2013,Hatchback,130000,White
1926,45648499,3607,BMW,X5,2015,Jeep,201056,Black
1927,45813685,15053,CHEVROLET,Cruze,2014,Sedan,74222,Silver
1928,45779323,12544,FORD,Fusion,2011,Sedan,49669,Silver
1929,45814313,15994,TOYOTA,Prius,2010,Hatchback,118000,Blue
1930,45543710,14583,CHEVROLET,Cruze LT,2017,Hatchback,62971,Black
1931,45790279,14740,FORD,Fusion,2016,Sedan,93000,Grey
1932,44964344,21953,HYUNDAI,Sonata,2015,Sedan,91200,Black
1933,45778441,6272,OPEL,Astra G,2002,Universal,270000,Silver
1934,45449784,7527,AUDI,A4,2006,Sedan,278173,Silver
1935,45712527,11447,FORD,Focus,2015,Sedan,94600,Black
1936,45732817,14069,HYUNDAI,Sonata,2011,Sedan,162095,Grey
1937,45810851,549,HYUNDAI,Sonata,2012,Sedan,246450,Silver
1939,45464994,784,TOYOTA,CHR,2018,Jeep,25850,Grey
1940,45781940,14113,MITSUBISHI,Grandis,2006,Minivan,131000,White
1941,45771161,5802,MERCEDES-BENZ,E 350,2013,Sedan,107800,Grey
1942,45793093,6868,CHEVROLET,Cruze,2010,Sedan,47221,Black
1943,45768785,862,HONDA,Insight,2013,Hatchback,143597,Silver
1944,45652829,1882,HYUNDAI,Sonata,2014,Sedan,247835,Black
1945,45770055,4861,TOYOTA,Highlander,2010,Jeep,264877,White
1946,45801601,20266,HYUNDAI,Elantra,2011,Sedan,94910,Silver
1947,45788812,11604,TOYOTA,Prius,2010,Sedan,154000,Grey
1948,45768080,5645,TOYOTA,Highlander,2010,Sedan,345405,Silver
1949,45742806,12858,CHEVROLET,Cruze,2011,Sedan,178000,Red
1950,45586747,9408,MERCEDES-BENZ,Vito,2004,Goods wagon,555555,White
1951,45770571,21326,BMW,528,2012,Sedan,150000,Silver
1952,45730922,16327,HYUNDAI,Genesis,2010,Coupe,95510,Silver
1953,45787366,9408,MERCEDES-BENZ,E 430,1999,Sedan,333333,Purple
1954,45211864,19444,TOYOTA,Camry,2012,Sedan,167360,White
1955,45768144,862,CHEVROLET,Volt,2014,Jeep,133195,Black
1956,45733427,69502,HYUNDAI,Sonata,2018,Sedan,75938,White
1957,45732345,38737,HYUNDAI,Santa FE,2014,Jeep,132756,Grey
1958,45787064,11760,HONDA,FIT S,2010,Hatchback,138000,Silver
1959,45798932,8154,HONDA,Inspire,2003,Sedan,149000,Black
1960,45805252,9500,FORD,Transit,1995,Microbus,150000,White
1961,44824077,30420,LINCOLN,Town Car,2005,Limousine,72000,White
1962,45641164,7213,NISSAN,Juke,2013,Jeep,312118,Black
1963,45760886,470,LEXUS,HS 250h,2011,Sedan,0,Silver
1965,45771199,1411,MERCEDES-BENZ,E 350,2009,Sedan,266061,Black
1966,45504771,13328,HONDA,FIT,2014,Hatchback,58000,Black
1967,45810596,18346,CHEVROLET,Orlando,2015,Jeep,31880,Black
1968,45294085,8467,MERCEDES-BENZ,E 200,1988,Sedan,1000,Black
1969,45658574,5018,LEXUS,RX 450,2010,Jeep,167222,Black
1970,39854899,114468,LAND ROVER,Land Rover Sport,2014,Jeep,126000,White
1971,45797749,13454,HYUNDAI,H1,2011,Minivan,85226,Blue
1973,45807475,1646,MERCEDES-BENZ,C 250,2014,Coupe,121699,Black
1974,45815196,4547,TOYOTA,Venza,2013,Jeep,186349,White
1975,45764294,3293,TOYOTA,Tundra,2014,Sedan,0,White
1976,45797569,20266,HYUNDAI,Elantra,2011,Sedan,125062,Black
1977,45728724,35043,SSANGYONG,REXTON,2013,Jeep,110190,White
1978,44045305,13000,MITSUBISHI,RVR,2012,Hatchback,139000,White
1979,45789962,4701,KIA,Sportage,2007,Jeep,58497,Silver
1980,45766059,3450,MERCEDES-BENZ,E 350,2009,Sedan,109139,Black
1981,45539313,19444,TOYOTA,Prius,2013,Sedan,97386,Red
1982,45771387,314,FORD,Escape,2011,Jeep,130306,Green
1983,45796251,8154,OPEL,Vectra,1999,Sedan,266342,Green
1984,45778517,17249,TOYOTA,Aqua,2013,Hatchback,50000,Grey
1985,45518381,14113,CHRYSLER,Town and Country,2008,Minivan,272000,White
1986,45786867,7840,SUBARU,Forester,2000,Jeep,148000,Black
1987,45802356,18660,HYUNDAI,H1,2011,Minivan,55248,Black
1988,44810986,10976,VOLKSWAGEN,Jetta,2012,Sedan,76000,White
1989,45811585,9565,MERCEDES-BENZ,GL 550,2014,Jeep,98466,White
1990,45646437,15681,LEXUS,GX 460,2010,Jeep,275240,Silver
1991,45801723,18531,HYUNDAI,Elantra,2010,Sedan,111280,White
1992,45769870,5018,MERCEDES-BENZ,E 350,2009,Sedan,109139,Black
1993,45772542,75266,TOYOTA,Land Cruiser Prado,2014,Jeep,90000,White
1994,45760648,549,SUBARU,Forester,2012,Jeep,148213,Blue
1995,45733273,11604,HYUNDAI,Sonata,2014,Sedan,357150,Silver
1996,45810809,3450,CHEVROLET,Impala,2019,Sedan,18438,Silver
1997,45762131,5959,OPEL,Astra,1999,Goods wagon,258000,Blue
1998,45757315,10976,BMW,530,2005,Sedan,2200,Black
1999,45752693,33000,TOYOTA,RAV 4,2013,Jeep,90000,Grey
2000,45769626,1411,MERCEDES-BENZ,E 350,2009,Sedan,266061,Black
2001,45781770,10349,HYUNDAI,Santa FE,2002,Jeep,1000,Brown
2002,45765652,627,MERCEDES-BENZ,E 350,2012,Sedan,318285,Black
2003,45776754,8781,SUBARU,XV LIMITED,2013,Jeep,77777,Orange
2004,45762994,4500,OPEL,Vectra,1998,Sedan,214000,Brown
2005,45803279,10036,HYUNDAI,Sonata,2014,Sedan,319850,Silver
2006,45803043,40057,HYUNDAI,Santa FE,2016,Jeep,176927,Black
2007,45793829,4359,CHEVROLET,Captiva,2007,Jeep,57438,Silver
2008,45764243,19444,TOYOTA,Prius C,2013,Hatchback,114000,Red
2009,45789449,3136,MAZDA,Premacy,2005,Minivan,170000,Silver
2010,45751914,53941,TESLA,Model X,2018,Sedan,81907,Silver
2011,45729852,39750,SSANGYONG,Actyon,2016,Jeep,72000,Red
2012,45769954,392,MAZDA,CX-7,2011,Jeep,183728,Blue
2013,45786780,10349,FORD,Transit,1995,Microbus,327389,Blue
2014,45332367,32929,TOYOTA,Camry,2012,Sedan,68000,Black
2015,45802995,26255,HYUNDAI,Santa FE,2011,Jeep,142000,Black
2016,45744853,14740,TOYOTA,Prius,2008,Hatchback,193000,Silver
2017,45791783,21012,BMW,X5,2008,Jeep,145000,Black
2018,45729730,27654,HYUNDAI,Elantra,2015,Sedan,109000,White
2019,45788774,25089,MERCEDES-BENZ,E 350,2012,Sedan,291200,Black
2020,45745581,8938,MINI,Cooper,2004,Coupe,12800,Red
2021,45114696,10349,TOYOTA,Ist,2005,Hatchback,135000,White
2022,45813840,20698,TOYOTA,Prius,2012,Hatchback,181600,Blue
2023,45811265,392,TOYOTA,RAV 4,2016,Jeep,125675,Red
2024,45811328,7213,MERCEDES-BENZ,R 350,2011,Jeep,174101,Black
2025,45810566,20005,CHEVROLET,Orlando,2012,Jeep,163000,Grey
2026,45803412,21326,HYUNDAI,Sonata,2016,Sedan,112161,White
2027,45813032,627,VOLKSWAGEN,Jetta,2012,Sedan,188603,Grey
2028,45646687,2901,BMW,135,2010,Coupe,108826,Red
2029,45730764,32929,HYUNDAI,Elantra,2018,Sedan,54865,Grey
2030,45725257,17942,SSANGYONG,Actyon,2011,Jeep,122918,Silver
2031,45679440,10663,MITSUBISHI,Outlander,2003,Jeep,156000,Silver
2032,45744771,7056,DAEWOO,Lacetti,2009,Sedan,52020,White
2033,45810474,7840,MERCEDES-BENZ,E 200,1994,Sedan,368268,Grey
2034,45661050,1646,MERCEDES-BENZ,ML 350,2014,Jeep,0,Silver
2035,45766435,5802,TOYOTA,Camry,2018,Sedan,54786,Black
2036,45652707,4077,FORD,Fusion,2013,Sedan,320554,White
2037,45805890,62722,LEXUS,RX 350,2013,Jeep,73000,Black
2038,45769032,5018,HYUNDAI,Sonata,2016,Sedan,71218,Black
2039,45637564,18503,VOLKSWAGEN,Passat,2012,Sedan,68000,Silver
2040,45809008,7806,DAEWOO,Lacetti,2010,Sedan,81709,White
2041,45451248,12231,MERCEDES-BENZ,E 240,2002,Sedan,189000,Silver
2042,45813971,14269,LEXUS,RX 450,2010,Jeep,186005,Silver
2043,45792167,18440,KIA,Cadenza,2011,Sedan,110823,Black
2044,45789091,21326,FORD,Mustang,2011,Coupe,58000,Blue
2045,45369871,23521,TOYOTA,Camry,2012,Sedan,145600,Silver
2046,45789853,10036,OPEL,Zafira,2006,Minivan,188570,Silver
2047,45650037,2038,MERCEDES-BENZ,ML 350,2011,Jeep,186542,White
2048,45788570,11604,TOYOTA,Aqua,2012,Sedan,174000,Silver
2049,45596142,17249,TOYOTA,Corolla S,2016,Sedan,128788,Black
2050,45787565,15681,HYUNDAI,Tucson,2008,Jeep,194286,Grey
2051,45772490,314,MERCEDES-BENZ,E 350,2010,Sedan,274771,White
2052,44970768,28852,CHEVROLET,Volt,2014,Hatchback,35000,Brown
2053,45772100,19130,TOYOTA,Tacoma,2013,Sedan,57554,Silver
2054,45764917,54568,LEXUS,GX 470,2013,Jeep,202651,Black
2055,45808798,51746,BMW,X5,2013,Jeep,124800,Grey
2056,45524754,14113,TOYOTA,Prius,2010,Sedan,0,Black
2057,45726229,15681,CHEVROLET,Traverse,2010,Jeep,200000,Silver
2058,45804797,50184,HYUNDAI,Tucson,2017,Jeep,31220,White
2059,45805817,18817,MITSUBISHI,Outlander,2014,Jeep,136000,White
2060,45772844,706,LEXUS,CT 200h,2011,Hatchback,116869,Black
2061,45775515,5645,MAZDA,Demio,2005,Sedan,293940,Blue
2062,45647983,1019,AUDI,A4,2017,Sedan,110051,Grey
2063,45761979,4234,OPEL,Vectra,1997,Sedan,0,Blue
2064,45798433,16500,VOLKSWAGEN,Jetta GLI,2012,Sedan,139555,Black
2065,45768414,282,LEXUS,GX 470,2008,Jeep,218126,Black
2066,45415669,13485,FORD,Transit Connect,2014,Goods wagon,176000,White
2067,45812691,2979,CHEVROLET,Cruze,2019,Sedan,78771,Grey
2068,45801463,16289,HYUNDAI,Accent,2015,Sedan,112360,Silver
2069,45813636,12544,TOYOTA,Prius,2010,Hatchback,260000,Red
2071,45794553,50805,MERCEDES-BENZ,ML 350 4 MATIC,2012,Jeep,144000,Grey
2072,45638932,8781,NISSAN,Juke,2012,Jeep,167405,Black
2073,45773534,627,CHEVROLET,Volt,2012,Jeep,188419,Red
2074,45450698,28225,MERCEDES-BENZ,CLK 55 AMG,2003,Coupe,240000,Black
2076,45726832,23239,SSANGYONG,Korando,2012,Jeep,155255,Orange
2077,45606387,12544,FORD,Fiesta,2010,Hatchback,153600,Carnelian red
2078,45801951,15624,HYUNDAI,Elantra,2014,Sedan,164649,Grey
2079,45634894,1568,VOLKSWAGEN,Jetta,2014,Sedan,82392,Silver
2080,45071414,7392,NISSAN,Note,2005,Hatchback,117000,White
2081,45546441,15053,MAZDA,CX-5,2013,Jeep,91000,Silver
2082,45567237,784,NISSAN,Juke,2014,Jeep,158280,White
2083,45803528,8947,HYUNDAI,Sonata,2013,Sedan,52857,Black
2084,45647919,20698,AUDI,Q5,2013,Jeep,261160,Black
2085,45809154,58495,FORD,Taurus,2017,Sedan,44534,Black
2086,45289853,15053,SUZUKI,Kizashi,2010,Sedan,92000,White
2087,45655393,31988,MERCEDES-BENZ,ML 350,2010,Jeep,124000,Black
2088,45629602,19444,SUBARU,XV,2015,Jeep,250005,Black
2089,45456022,17562,MERCEDES-BENZ,C 220,2006,Sedan,300000,Black
2090,45765162,220,MERCEDES-BENZ,E 350,2014,Sedan,95987,Black
2091,45810199,24283,CHEVROLET,Malibu,2013,Sedan,106048,Black
2093,45591493,28852,TOYOTA,Highlander,2008,Jeep,215000,White
2094,45802122,21805,HYUNDAI,H1,2011,Microbus,55622,Silver
2095,45733067,11290,HYUNDAI,Sonata,2016,Sedan,363661,Silver
2096,45796813,16766,HYUNDAI,H1,2009,Universal,162332,Yellow
2097,45712377,19444,TOYOTA,Prius,2014,Sedan,125000,White
2098,45798753,37633,LEXUS,GX 470,2005,Jeep,336000,Black
2099,45808748,1176,FORD,Escape,2013,Jeep,241638,Silver
2100,44473612,15681,FORD,Transit,2007,Microbus,168000,White
2101,45801985,11917,HYUNDAI,Elantra,2013,Sedan,31691,White
2102,45804173,26657,TOYOTA,Land Cruiser Prado,2002,Jeep,27000,Silver
2103,45786530,8154,MERCEDES-BENZ,A 140,2004,Hatchback,167000,Sky blue
2104,45756532,2195,RENAULT,Laguna,2002,Hatchback,25000,Silver
2105,45803508,9252,HYUNDAI,Sonata,2015,Sedan,571115,Orange
2106,45646714,3450,LEXUS,RX 350,2011,Jeep,253174,Silver
2107,45801503,30931,HYUNDAI,Elantra,2018,Sedan,35798,White
2108,45798237,36401,HYUNDAI,Elantra,2018,Sedan,71551,Grey
2109,45732376,54393,HYUNDAI,Santa FE,2016,Jeep,101671,White
2110,45728567,44166,SSANGYONG,REXTON,2016,Jeep,115193,White
2111,45765903,314,MERCEDES-BENZ,E 350,2014,Sedan,149486,Silver
2112,45752505,15681,TOYOTA,Prius,2010,Hatchback,128000,White
2113,45771037,47042,BMW,328,2016,Sedan,32000,White
2114,45797729,19416,HYUNDAI,Elantra,2013,Sedan,186234,Silver
2115,45572081,10349,HONDA,FIT,2014,Hatchback,130000,Silver
2116,45776232,23207,LEXUS,HS 250h,2010,Sedan,79000,Grey
2117,45772877,627,LEXUS,CT 200h,2012,Hatchback,192683,White
2118,45803232,12544,HYUNDAI,Sonata,2015,Sedan,432994,Orange
2119,45793590,4077,DAIHATSU,YRV,2002,Universal,120000,White
2121,45757584,2430,NISSAN,Altima,2016,Sedan,142469,Grey
2122,45775282,6115,MITSUBISHI,Colt,2003,Hatchback,0,Blue
2123,45803138,7997,HYUNDAI,Sonata,2013,Sedan,440555,Silver
2124,45730156,25591,HYUNDAI,Elantra,2014,Sedan,120000,Silver
2125,45771026,314,MERCEDES-BENZ,E 350,2010,Sedan,274771,White
2126,45803439,9252,HYUNDAI,Sonata,2015,Sedan,431626,Orange
2127,45732847,8467,HYUNDAI,Sonata,2014,Sedan,679836,Orange
2128,45776480,6272,SUBARU,Forester,2000,Jeep,200000,White
2129,45668239,16850,TOYOTA,Camry,2012,Sedan,168436,Black
2130,45768364,19130,CADILLAC,Allante,2019,Sedan,41198,Silver
2132,45785161,20071,MITSUBISHI,Outlander,2011,Jeep,123000,Silver
2133,45806498,8311,KIA,Sportage,2020,Sedan,17466,Black
2134,45797709,28225,TOYOTA,Camry,2013,Sedan,100000,White
2135,45673809,15681,KIA,Optima,2012,Sedan,102000,Grey
2136,45796609,14113,MERCEDES-BENZ,C 230,2006,Sedan,180833,Black
2137,45806406,3293,HYUNDAI,Sonata,2016,Sedan,189104,Silver
2138,45803389,16308,HYUNDAI,Sonata,2016,Sedan,510225,White
2139,45763592,6500,OPEL,Combo 2001,2001,Goods wagon,236424,White
2140,45803271,15367,HYUNDAI,Sonata,2015,Sedan,50366,White
2141,45766212,314,MERCEDES-BENZ,E 350,2011,Sedan,132630,Silver
2142,45797149,41886,HYUNDAI,H1,2016,Minivan,104697,Silver
2143,45800916,7840,MERCEDES-BENZ,S 500,2000,Sedan,276396,Grey
2144,45770106,1568,MERCEDES-BENZ,E 350,2016,Sedan,77205,Grey
2145,45808405,3293,HYUNDAI,Elantra,2017,Sedan,137997,Blue
2146,45809175,23734,FORD,Taurus,2011,Sedan,75010,Silver
2147,45802745,12676,HYUNDAI,Santa FE,2010,Jeep,229757,White
2148,45785999,17249,FORD,Fusion,2014,Sedan,92525,Silver
2149,45765643,220,TOYOTA,Tacoma,2013,Jeep,239342,Silver
2150,45769137,1333,FORD,Escape,2008,Jeep,349288,Blue
2151,45709629,47042,BMW,540 I,1995,Sedan,173000,Black
2152,45809338,23436,CHEVROLET,Captiva,2015,Jeep,72645,Silver
2153,45789085,24775,FORD,Fusion phev,2013,Sedan,177600,Black
2154,45712544,9095,TOYOTA,Prius,2007,Hatchback,175000,Red
2155,45788711,21012,TOYOTA,Camry,2012,Sedan,101000,Black
2156,45813516,17876,FORD,Escape,2012,Jeep,135000,White
2157,45779422,23521,TOYOTA,Camry,2014,Sedan,74000,Red
2158,45680165,7840,NISSAN,Note,2008,Sedan,161468,Golden
2159,45804871,10349,SUBARU,Legacy,2005,Sedan,147000,Black
2160,45773713,4861,MERCEDES-BENZ,E 350,2012,Sedan,128202,Black
2161,45796491,42651,HYUNDAI,Santa FE,2013,Jeep,88000,Grey
2162,45773143,12858,SUBARU,Forester,2015,Jeep,93170,Red
2163,45816264,470,BMW,X6,2011,Jeep,135800,Black
2164,45772551,14269,TOYOTA,Highlander,2010,Jeep,300366,Blue
2165,45813748,14426,TOYOTA,Camry,2013,Sedan,131400,Blue
2166,45337197,19130,FIAT,500 Abarth,2013,Coupe,98000,Black
2167,45745725,16935,TOYOTA,Prius,2009,Hatchback,148000,Grey
2168,45816650,20698,TOYOTA,Auris,2015,Hatchback,78000,Silver
2169,45802646,18500,HYUNDAI,Santa FE,2010,Jeep,142427,Silver
2170,45813440,3136,BMW,650,2015,Sedan,60709,White
2171,45757903,862,FORD,Fiesta,2011,Hatchback,175198,Green
2172,45799431,4000,OPEL,Astra,1998,Hatchback,20400,Black
2173,45813236,470,VOLKSWAGEN,Jetta,2015,Sedan,117006,White
2174,45323258,18189,HYUNDAI,Elantra,2012,Sedan,121918,Grey
2175,45813404,784,TOYOTA,Prius,2014,Hatchback,0,White
2176,45813204,549,TOYOTA,Camry,2016,Sedan,117453,Silver
2177,45793069,15053,CHEVROLET,Malibu,2014,Sedan,38714,Brown
2178,45813960,549,MERCEDES-BENZ,CLA 250,2016,Sedan,50552,White
2179,45699907,28300,BMW,320,2013,Sedan,150000,Black
2180,45815156,750,GAZ,24 10,1984,Sedan,86632,White
2181,45810719,16935,MITSUBISHI,L 200,1998,Pickup,0,Blue
2182,45808863,78917,FORD,Explorer,2017,Jeep,111416,White
2183,45797722,19416,HYUNDAI,Elantra,2012,Sedan,79534,Grey
2184,45802858,49858,HYUNDAI,Santa FE,2016,Jeep,126465,Grey
2185,45802767,27284,HYUNDAI,Santa FE,2014,Jeep,51106,White
2186,45801496,23129,HYUNDAI,Elantra,2016,Sedan,87973,Grey
2187,45031092,4704,PEUGEOT,206,2009,Sedan,130000,Silver
2188,45803201,13172,HYUNDAI,Sonata,2016,Sedan,503679,Orange
2190,45435361,19130,AUDI,A4 premium plius,2011,Sedan,181155,Black
2191,45797675,28852,MERCEDES-BENZ,C 300,2012,Sedan,70000,Red
2192,45760690,83107,TOYOTA,Land Cruiser Prado,2014,Jeep,120000,Black
2193,45802591,37897,HYUNDAI,Santa FE,2015,Jeep,148387,White
2194,45788153,10036,MINI,Cooper,2006,Coupe,1200,Purple
2195,45809846,17939,CHEVROLET,Cruze,2014,Sedan,135804,Grey
2197,45802927,13736,HYUNDAI,Santa FE,2010,Jeep,112483,Silver
2198,45811781,4704,MAZDA,Mazda 6,2015,Sedan,120342,White
2199,45773506,800,SUZUKI,Swift,2005,Sedan,200000,Grey
2200,45809431,22197,HONDA,FIT,2016,Hatchback,70000,Silver
2201,45800413,12858,TOYOTA,Prius,2008,Hatchback,217600,Blue
2203,44312220,8500,HONDA,Fred,2012,Minivan,100000,Black
2204,45654371,282,HYUNDAI,Sonata,2012,Sedan,226814,Black
2205,45691177,4547,OPEL,Vectra,1996,Sedan,157000,Blue
2206,45801053,8781,TOYOTA,Altezza,2003,Sedan,59000,Blue
2207,45797803,19444,HYUNDAI,Sonata,2016,Sedan,58000,Blue
2208,45748912,27284,HONDA,FIT,2019,Hatchback,1500,Yellow
2209,45533841,10349,NISSAN,Tiida,2007,Sedan,110000,Beige
2210,45789969,17249,KIA,Sportage,2011,Jeep,58499,Black
2211,45756884,392,FORD,Fusion,2017,Sedan,89758,White
2212,45689832,5802,MITSUBISHI,Mirage,2013,Hatchback,40000,Blue
2213,45779042,7840,MERCEDES-BENZ,Vito,1999,Minivan,280000,Grey
2214,45806555,10349,BMW,X5,2004,Jeep,250000,Black
2215,45456045,23521,MERCEDES-BENZ,C 320 CDI,2007,Sedan,215000,Brown
2216,45813581,1019,BMW,535,2011,Sedan,0,Black
2217,45731446,37000,HYUNDAI,H1,2014,Minivan,120804,Silver
2218,45810603,4704,VAZ,2106,1986,Sedan,1000,Blue
2219,45638832,29166,HYUNDAI,Sonata,2015,Sedan,99200,Black
2220,45807240,862,MERCEDES-BENZ,GLE 350,2016,Jeep,70450,Grey
2221,45744729,7260,DAEWOO,Lacetti,2010,Sedan,52584,White
2222,45642500,18189,TOYOTA,Prius C,2012,Hatchback,174400,Grey
2223,45815382,706,LEXUS,RX 350,2010,Jeep,172659,White
2224,45756683,862,HONDA,Cr-v,2002,Jeep,278728,White
2225,45751455,19757,TOYOTA,Prius,2012,Hatchback,101000,Grey
2226,45804404,21608,LEXUS,LS 460,2009,Sedan,217614,Silver
2227,45786567,47042,BMW,550,2010,Sedan,119000,Black
2228,45803475,15681,HYUNDAI,Sonata,2016,Sedan,282994,Silver
2229,45793354,12544,MERCEDES-BENZ,ML 350,2004,Jeep,195000,Silver
2230,45815245,220,TOYOTA,Camry,2014,Sedan,214184,Black
2231,45751986,33870,BMW,328,2013,Sedan,111000,Black
2232,45787293,25500,SUBARU,Forester,2015,Jeep,69000,Silver
2233,45804633,43278,BMW,X5,2012,Jeep,91000,Blue
2234,45676055,10349,TOYOTA,Prius,2013,Hatchback,317000,White
2235,45761444,37633,BMW,750,2010,Sedan,111000,Black
2236,45803192,15681,HYUNDAI,Sonata,2016,Sedan,290850,Silver
2237,45636201,314,NISSAN,Juke,2011,Jeep,238995,Blue
2238,45520804,14113,FORD,Focus,2013,Sedan,76800,Black
2239,45806053,13485,HYUNDAI,Elantra,2013,Sedan,17000,Black
2240,45781950,7527,MERCEDES-BENZ,C 230,2002,Coupe,334000,Silver
2241,45802184,32412,HYUNDAI,H1,2014,Minivan,131957,White
2242,45801410,12720,HYUNDAI,Accent,2012,Sedan,141000,White
2243,45792348,7997,KIA,Optima,2012,Sedan,71172,White
2244,45809208,39085,CHEVROLET,Captiva,2015,Jeep,76550,Black
2245,45772831,3293,LEXUS,CT 200h,2011,Hatchback,224267,Silver
2246,45396155,17405,TOYOTA,Prius,2010,Sedan,217600,Grey
2247,45772695,5018,MERCEDES-BENZ,E 350,2009,Sedan,109139,Black
2248,45809855,28225,MERCEDES-BENZ,C 250,2011,Sedan,24000,Red
2249,45815537,32929,MERCEDES-BENZ,C 250,2014,Coupe,67680,Black
2250,45767202,7527,OPEL,Astra,1998,Hatchback,225000,White
2251,45810342,19676,CHEVROLET,Malibu,2012,Sedan,194664,White
2252,45636372,2666,FORD,Fusion,2015,Sedan,100747,Green
2253,45654438,706,TOYOTA,Prius,2012,Hatchback,160088,Red
2254,45761593,33556,BMW,X5,2013,Jeep,119000,Silver
2255,45733146,16308,HYUNDAI,Sonata,2016,Sedan,596107,White
2256,45792594,18503,TOYOTA,Prius,2010,Sedan,116000,Silver
2257,45636331,862,FORD,Fusion,2014,Sedan,186048,Black
2258,45803302,14834,HYUNDAI,Sonata,2011,Sedan,190000,Grey
2259,45745013,6429,OPEL,Astra,1998,Hatchback,0,Green
2260,45766089,1254,AUDI,A4,2014,Sedan,42395,Grey
2261,45804411,26425,LEXUS,LS 460,2010,Sedan,224500,Silver
2262,45119810,12858,TOYOTA,Prius,2010,Hatchback,19500,Blue
2263,45650429,9879,TOYOTA,Highlander,2012,Jeep,157211,White
2264,43593464,17092,HYUNDAI,Elantra SE,2017,Sedan,33097,Red
2265,45810647,9346,CHEVROLET,Spark,2014,Hatchback,73936,White
2266,45523686,2195,TOYOTA,CHR,2018,Jeep,22816,Grey
2267,45802220,41886,HYUNDAI,H1,2016,Minivan,104697,Silver
2269,45282047,13000,NISSAN,Note,2016,Hatchback,58000,Blue
2270,45689097,14426,MERCEDES-BENZ,E 270,2003,Sedan,215000,Black
2271,45744709,6523,DAEWOO,Lacetti,2010,Sedan,36125,Blue
2272,45791231,25716,TOYOTA,Camry,2012,Sedan,147745,Grey
2273,45761471,24775,FORD,Escape Titanium,2014,Jeep,131000,White
2274,45803260,10036,HYUNDAI,Sonata,2014,Sedan,746740,Silver
2275,45720276,15681,MERCEDES-BENZ,E 350,2013,Sedan,140800,Black
2276,45769318,1725,TOYOTA,Highlander,2010,Sedan,226198,Green
2277,45649679,5018,LEXUS,RX 450,2010,Jeep,167222,Black
2279,45754348,2038,TOYOTA,Camry,2015,Sedan,0,Black
2280,45803088,28059,HYUNDAI,Santa FE,2013,Jeep,52351,White
2282,45798293,15624,HYUNDAI,Elantra,2014,Sedan,164649,Grey
2283,45786808,219527,BENTLEY,Continental GT,2012,Coupe,55500,Black
2284,45762934,282,AUDI,A4,2013,Sedan,157584,Black
2286,45620566,3763,MERCEDES-BENZ,E 350,2008,Sedan,494317,Black
2287,45806346,27598,HYUNDAI,Elantra,2017,Sedan,83200,Silver
